Run Folder,P1 aux_1_length,P1 ankle_1_length,P1 aux_2_length,P1 ankle_2_length,P1 aux_3_length,P1 ankle_3_length,P1 aux_4_length,P1 ankle_4_length,P1 aux_1_width,P1 ankle_1_width,P1 aux_2_width,P1 ankle_2_width,P1 aux_3_width,P1 ankle_3_width,P1 aux_4_width,P1 ankle_4_width,P1 max fitness,End P1 aux_1_length,End P1 ankle_1_length,End P1 aux_2_length,End P1 ankle_2_length,End P1 aux_3_length,End P1 ankle_3_length,End P1 aux_4_length,End P1 ankle_4_length,End P1 aux_1_width,End P1 ankle_1_width,End P1 aux_2_width,End P1 ankle_2_width,End P1 aux_3_width,End P1 ankle_3_width,End P1 aux_4_width,End P1 ankle_4_width,P2 aux_1_length,P2 ankle_1_length,P2 aux_2_length,P2 ankle_2_length,P2 aux_3_length,P2 ankle_3_length,P2 aux_4_length,P2 ankle_4_length,P2 aux_1_width,P2 ankle_1_width,P2 aux_2_width,P2 ankle_2_width,P2 aux_3_width,P2 ankle_3_width,P2 aux_4_width,P2 ankle_4_width,P2 max fitness,End P2 aux_1_length,End P2 ankle_1_length,End P2 aux_2_length,End P2 ankle_2_length,End P2 aux_3_length,End P2 ankle_3_length,End P2 aux_4_length,End P2 ankle_4_length,End P2 aux_1_width,End P2 ankle_1_width,End P2 aux_2_width,End P2 ankle_2_width,End P2 aux_3_width,End P2 ankle_3_width,End P2 aux_4_width,End P2 ankle_4_width,P3 aux_1_length,P3 ankle_1_length,P3 aux_2_length,P3 ankle_2_length,P3 aux_3_length,P3 ankle_3_length,P3 aux_4_length,P3 ankle_4_length,P3 aux_1_width,P3 ankle_1_width,P3 aux_2_width,P3 ankle_2_width,P3 aux_3_width,P3 ankle_3_width,P3 aux_4_width,P3 ankle_4_width,P3 max fitness,End P3 aux_1_length,End P3 ankle_1_length,End P3 aux_2_length,End P3 ankle_2_length,End P3 aux_3_length,End P3 ankle_3_length,End P3 aux_4_length,End P3 ankle_4_length,End P3 aux_1_width,End P3 ankle_1_width,End P3 aux_2_width,End P3 ankle_2_width,End P3 aux_3_width,End P3 ankle_3_width,End P3 aux_4_width,End P3 ankle_4_width,P4 aux_1_length,P4 ankle_1_length,P4 aux_2_length,P4 ankle_2_length,P4 aux_3_length,P4 ankle_3_length,P4 aux_4_length,P4 ankle_4_length,P4 aux_1_width,P4 ankle_1_width,P4 aux_2_width,P4 ankle_2_width,P4 aux_3_width,P4 ankle_3_width,P4 aux_4_width,P4 ankle_4_width,P4 max fitness,End P4 aux_1_length,End P4 ankle_1_length,End P4 aux_2_length,End P4 ankle_2_length,End P4 aux_3_length,End P4 ankle_3_length,End P4 aux_4_length,End P4 ankle_4_length,End P4 aux_1_width,End P4 ankle_1_width,End P4 aux_2_width,End P4 ankle_2_width,End P4 aux_3_width,End P4 ankle_3_width,End P4 aux_4_width,End P4 ankle_4_width
OurAlgo-MorphEvo-Gen_2088_21-12_00-53-31-853486,0.8929142974931968,0.7184300963997348,1.3934636688845723,0.5898901725681014,0.6260135606676024,1.3326599691761833,1.0996534500229245,0.5024235787154936,0.14989676247353398,0.11106304739692083,0.1595966206073245,0.1831358167432794,0.20001242273340059,0.17060305054668712,0.1518890377047665,0.1040959493744946,2493.135229522674,1.4775302538959796,1.1156404569424172,1.437382337480848,0.8046152900799809,0.9173710207396824,0.776399910524439,1.3016394282455699,0.27552093187418947,0.15511076015050806,0.09969457286149135,0.10464738307424326,0.16000336535630544,0.059746690448825926,0.11278079082227072,0.09504970023382567,0.17387347780091386,0.1336225813627302,1.1707097185884139,0.3954583294144427,1.1700796572973797,0.6877049444720826,1.476337325415832,0.9394113400915939,0.4071633580789469,0.08125712616025049,0.10339556065205538,0.13146418904985724,0.10810557247315947,0.16186919856531656,0.12091512676918698,0.1194121552015375,0.10690904182537793,1006.900737044988,1.109662508369761,1.1492688342630046,0.49914845564179705,0.887438936525532,1.0873648414431973,0.9285360354214964,0.9881653853105276,0.2555519039135059,0.07348971519840622,0.12362560871475936,0.08502145266581082,0.06815608182520576,0.15498295598384632,0.12582630679608375,0.11750633534874398,0.1073527766309545,1.0562140788240784,1.3812233172431077,0.3915120393516768,0.6279844969297605,0.35529238898694104,0.7072170398290951,0.16634357274083145,1.434623862461732,0.06744456868595171,0.07272367509929012,0.18004857525698764,0.16681725978673417,0.10855217720156174,0.08645340364850998,0.07465495560803914,0.15033516227606675,915.9834547999784,0.9791956873248112,0.9192791782510765,0.44891253664367625,0.36398577795184006,0.18539035786387503,1.0683687660172456,0.5029769943484903,1.1852262068349524,0.058090012463226745,0.0721819772868836,0.20041644867113495,0.1498376004447209,0.12212678718064686,0.07663167757426567,0.06724946925309447,0.16754651196034404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2228_22-12_18-04-26-478961,0.38901802280203546,1.3572484060590349,1.30092756685284,0.25984900521403487,0.2619255904276958,0.28333550183635436,0.6719677180838162,1.0717024239104485,0.07793224996114095,0.1927769414847354,0.06089811617426563,0.15961408325028859,0.14198114780224902,0.08313167565967769,0.14408801567458768,0.07908909646609921,2793.5509546353514,1.4177907036520567,0.8705703702764415,1.3423688647836691,0.5910362630293143,1.2035505669504352,0.2716663702702119,1.343164741257826,0.5361360168268747,0.09353172024652037,0.12120946355624018,0.07383435897960075,0.1501672335599305,0.08046501322696684,0.18158764462812566,0.06556201677419944,0.10149146155253194,0.4718100903717289,0.9146821304674744,1.4550862070963644,0.36820846380135225,0.8624855152854054,0.5623710938031315,0.9714110631491155,0.8390380125684508,0.09759053220926746,0.15394981144416417,0.1614500603196688,0.1683987809028012,0.11670821953678545,0.12272004563682468,0.09811536393152287,0.16935333169054456,2097.7306944547595,1.2853762062601286,1.2030257858266995,1.4388247890891925,0.652175694430708,1.3854701766415927,1.2321592733592366,1.3915264094761715,1.1428832624629641,0.0701525184999576,0.1049913740325335,0.0731709188700996,0.1677105764836343,0.06333493087515008,0.09808926587205358,0.06149800821734859,0.176831951210839,0.16073574285942493,0.3218476357901309,1.1604213966111798,0.8974421563308104,0.26120799286386853,0.9127809730377011,1.36860635686058,0.693851512579853,0.18686779800842113,0.17360448637963172,0.18185848814813804,0.1258340430762628,0.09253571377134695,0.17079386713274303,0.18529993056672078,0.06701554653850225,1003.2263111718248,0.1174952258671863,0.2649765353501313,1.3748298420163534,0.803725134144703,0.5460373962969102,1.3276570093700029,0.8853636258878684,0.25853741653681894,0.08841042779419198,0.15189844282082868,0.15845840000467598,0.08036318106682651,0.07385819578166561,0.18298642486171612,0.06528709957899186,0.10738510412260605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2287_22-12_11-43-51-037100,0.23035270210162417,0.8760260371196746,0.5388650451776664,0.5246000188748721,0.9153118797424804,1.4761312464578165,1.3809891973465596,0.7431699235629445,0.1579996660996508,0.09700006598193493,0.17224261809332486,0.11648106414325989,0.059686498742537855,0.15782742075541387,0.05150846265043536,0.052094782974766524,2959.997839549852,1.3839396061366787,0.6653835238978096,1.333952273364712,1.168453030750108,1.289369970417275,0.49763970295908927,1.3891484689483091,1.286969643621361,0.10843614741024059,0.16739664259750017,0.07886819884895978,0.09454137079862983,0.09831661440156012,0.11328764454033141,0.1295328372044688,0.07751530139872252,0.34523090545626356,0.5050495145881717,0.7640838911915631,1.3530173171940412,1.1726168245203323,0.7232662185622981,1.219499771099981,1.0302274124696675,0.15497470463418084,0.17253074972832738,0.16156574480633373,0.13316435851615302,0.10301318257170962,0.19694970175411075,0.08175101452495653,0.16222875646053614,1013.2784581306428,1.4563091506864105,0.741877145403666,0.25428136285311365,0.9414051551023163,1.0967152581301614,0.22218184723984846,1.214095418078645,1.3805603033731004,0.11785903303070039,0.1509931766444118,0.15150883127315537,0.16363020108543327,0.06730047417354039,0.16486496357032565,0.054895861357513245,0.14073913018755274,0.8973403037790854,0.15704429158891953,0.5332341416808273,1.116762455840095,0.940443245070498,0.8303209730040477,0.3875000434730876,0.2869979849721245,0.16936574104335156,0.06211058368546467,0.17618520325768575,0.06520318104034595,0.09099150267259885,0.12454247887879408,0.14350606766543242,0.18549383308388234,1091.18248087118,1.3611727814908479,1.3151593457146498,0.3274073296324482,1.2831246255677409,1.1655598819196915,1.1815664706037032,0.6415319635123279,1.2636664873366898,0.1440817182394768,0.1642675397206721,0.08304315200464563,0.12214469030358498,0.08204092539664558,0.05589970234010587,0.10864119713081938,0.14511823523067502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2288_20-12_15-58-21-321426,0.7872176303905133,0.5943039952115844,0.4984020914606614,0.5616145077436646,0.8597365118593557,0.9013354797656077,0.269671545595062,0.938766581353408,0.14659403614903668,0.11902736622607854,0.17306240057972588,0.19006095937889184,0.05745645347193591,0.17492217641397043,0.17407795714885863,0.19011964052827024,2699.797854106441,1.4338166376329986,0.9450353825427421,1.4565294190681053,1.2514969868881718,0.6393466073781182,1.4113450790318207,1.3163097980657474,0.37625880825455243,0.09499628868992874,0.09595076753605805,0.05759808566047049,0.1782157871458252,0.06362273800551682,0.1652385468013066,0.08493621088718684,0.11472113291601686,0.7482896707716504,0.9775741415209862,1.2213182739254376,0.827113252376835,0.19309045012688064,1.4957434928728806,1.4388070813002214,0.7636974951875717,0.09525849251257647,0.16884926794034555,0.06055784322491145,0.0895786013167505,0.15128065988802414,0.11315177176338549,0.1487220605588248,0.0680219885599597,1033.2872345719013,0.9454163602885384,1.3112532172158162,0.38067265698372305,0.8711668832786658,0.2620188110453604,1.294374282511833,1.1207111023259495,0.600884275527064,0.11806704784704508,0.17553494945986914,0.07083286061778243,0.09067937990758647,0.07534831687280914,0.16124846037568508,0.09018730053267492,0.14059073226003072,0.8893738841366978,0.3154753002720089,0.2342320626234291,1.366319030945165,0.7631640678097611,0.5806680095699623,1.0706617600162593,0.46419500603659036,0.16312897859984082,0.10270734098529005,0.19904720149306634,0.16112362349405332,0.05700305052686788,0.1899539557652865,0.12624510823352428,0.12410749436860333,1879.3042035093576,1.1115730439713039,0.8905647200062435,1.2867612877020962,1.1486935883753921,0.8949453800368234,0.9035463948073033,0.7807749351185974,1.0521473520950155,0.08885334259162064,0.13331837520446113,0.08759346318695654,0.11562615877891419,0.08882515805165492,0.13026793907098475,0.06685143199396074,0.0716559478263418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2343_21-12_01-01-48-014853,1.1680169180454576,0.9529684819306112,1.4445961440782993,0.8909922141450043,0.9807147874864774,0.35761542716168276,1.1585730081008627,0.6627606804980557,0.16041185794290527,0.11804302034046688,0.14941098078768958,0.14814226017163473,0.17100860509315355,0.07755410998419363,0.08881252063263967,0.12702568057658273,3051.690730243419,1.4307173926178893,1.3648563108019305,1.0958963049219541,0.8917168379327858,0.3533806189248099,0.3049165787469428,1.262044825437605,0.3639185323191569,0.1449441534951625,0.15098787274951395,0.12037307934035951,0.10499588589894135,0.12621266415784935,0.13669970911530296,0.0817670900246444,0.14017964950944342,1.2719014291936312,0.3568855135055783,0.3185101533644532,0.5613676317363328,0.8393485663156557,0.5009579533369332,1.3407846872196225,1.4486003433546213,0.16507913938241503,0.08896076208574852,0.09770750177776993,0.19749254414587514,0.17813291034892167,0.18586783903698348,0.1946474400090173,0.13327580290905597,1016.4966469465224,0.8994206163288679,0.5095601638692485,1.230379421436885,1.364851385049057,1.044349480800573,0.6525179035682269,1.3244965169878258,1.0243254389535064,0.08480581426930191,0.12882390256155846,0.10811171774355383,0.19184164813783072,0.13030734937049487,0.13634308346756796,0.10164313580335582,0.11800751373627866,0.9751929452509142,0.5188910462176066,1.0878672765142592,1.3660594659810787,0.20861253536195012,0.678017663982282,1.1495829678907592,0.5350690484719267,0.0946132385845537,0.15915568049723255,0.16118014062819302,0.058238933397825404,0.09260728811542925,0.14570977932937537,0.06281500316701079,0.19370419432432395,1037.239562532236,0.7418649207944814,0.4123656996707354,0.8116742436126482,1.0398409652291642,0.27490882197832023,0.6167474860999907,1.3217879650994657,0.6051727407755308,0.08950480517817963,0.1432148511081865,0.1661928680098171,0.05000222926546111,0.08124332338101016,0.130338777101217,0.10650715224969276,0.14884970021398258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2392_21-12_01-32-39-366522,1.1898631169782585,1.374667204290545,1.1302876523294314,0.9524480015660947,0.6861354729095325,0.47171265643926663,1.4985644781486172,0.20198637860060542,0.1207897099973497,0.18294152495668925,0.06126503487551721,0.04821065531318475,0.0841722187042111,0.13415142607856154,0.06406118815880615,0.14511374078483086,2802.716025258825,1.3674632560299762,1.391143302018394,1.2009381823611525,0.6546747107288594,1.3467437706111367,0.30030996321797654,1.47083718159129,1.1379728856348181,0.07880347961038879,0.179600103783929,0.07427064865421895,0.15831474900927806,0.10517339151863087,0.18021793800228747,0.08242281200262022,0.10571452990973353,0.537551855291325,0.8810209353650911,1.300976443452659,1.0509164172005794,1.1509602018929397,0.31505352659922514,1.485879089486399,0.8617286609694589,0.13910915877714755,0.14677362481720155,0.05907220921160643,0.12806861281576098,0.13335750934481347,0.0606467257533506,0.1864674415236469,0.0509245081247091,1034.982639452445,1.2059284972045483,1.3692780598552157,0.22963267931069054,0.8725355124231913,0.11803284228902566,1.0984895354133957,0.8285566389386413,0.8676452697113884,0.0753150066793303,0.11780318318806984,0.11098741116696065,0.07658409707546429,0.09371067826395549,0.11699758206781044,0.10491387037639184,0.09680896620429955,0.9433873801362893,1.1612109317299373,1.2845050240867366,1.415234742828741,0.6869639752770866,0.9011224782204799,1.2725429786136522,1.2991690162056768,0.1283235971581306,0.17982573154732961,0.10252254843610588,0.18354198245664421,0.10963719008734933,0.1329470539430566,0.05909137624836891,0.1274765174861411,2506.4791938665035,1.25942158722884,1.3196376955462465,1.4083538593251848,0.31191854414303066,0.6595020591124683,1.2342059424547078,1.2842323268034899,1.2001026916769313,0.12138809935992578,0.08908267246799495,0.06702979883782198,0.11460516983304472,0.06863559735422359,0.13998481014131084,0.10335300636704217,0.17785665895641947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2404_22-12_11-44-03-415499,1.301125916960256,1.0356558699162488,1.3589585476249528,0.6266601460799303,0.8468804638897021,1.0221272866276156,1.043400759212992,1.1391602201365747,0.16710106821301965,0.06634931358352822,0.14914790244431744,0.1108908157659013,0.06491230534081838,0.1573800553368423,0.06771341352200022,0.12031275691316291,2885.2325510172627,1.2853415568997166,1.2101769716894388,1.3019842480674402,1.0751000775033144,1.3305908024911024,0.3473175356304024,1.3996829274185423,1.373785191077322,0.07719072346418979,0.18935931818099516,0.06327238666825788,0.12286873879517614,0.08922270732180995,0.18628694527191775,0.05507768106085356,0.08886079913646316,0.3640477838868255,0.8794367904091368,0.24835677059109784,0.7086840898989367,0.14053638473219532,1.0822635183292895,0.1782112567016283,1.276976491289262,0.11522883760843151,0.1571630240231557,0.19694903411967887,0.1019600857280434,0.15666518409708752,0.06482506059109686,0.15865456503775557,0.06895544593250097,1018.2087240200228,1.4713772306707706,1.3644336946345061,0.15579196857768218,1.063869301565438,0.28691717083737145,1.2917661243551342,0.8695836780649494,1.0330273572270556,0.09009646126604018,0.16484385763091128,0.15041330749307866,0.08751103820652609,0.11076150415198018,0.11465569105676719,0.14263280024365446,0.11946017092886958,0.9752208588037818,1.1741511401339422,0.3619818071653314,0.5557655570442342,0.8856430908162702,0.1975918755288022,0.9716956069781538,1.3483537487561452,0.1806577467290634,0.18999220950390594,0.1526025034065714,0.18053535462355874,0.16234927428889684,0.1420140510537715,0.11936302564810834,0.06254643316603303,1094.79063971628,0.34085278371822936,0.8687295791542793,0.2420814459026478,0.27807567038434433,1.4045224512536167,1.3439626943247132,1.3168719667915472,1.010461737857629,0.12742074312135848,0.13267021978609628,0.07530380221371585,0.07760596349102523,0.07981937784027815,0.09635821868841177,0.06065812608650392,0.11385855135451373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2511_20-12_15-12-02-996622,1.273594634337636,0.7449178013249468,0.9540493557950156,0.7404425766910552,0.2866545700238746,1.2531740129397058,0.6557509359811229,0.14836971714390956,0.05023934884228279,0.17710454301907197,0.17326594634218084,0.16021355300049284,0.11972293621610805,0.1671736957103882,0.1303482744078536,0.1103632277675391,2966.6371540782734,1.2496973775253437,0.118829775662183,1.26440112048463,0.4396347407234203,1.3326371620039734,0.9231429122776147,1.4184217285575962,1.342622240613463,0.17387775226848154,0.1682950942113465,0.07800727536065906,0.15563263751639667,0.0662113387308327,0.16896921000410042,0.08731324244632888,0.12690607911005689,0.27581513337473706,0.19815328402664323,0.2836481127680405,0.8252571585365532,0.9604619023600419,1.3492071012458824,0.9673361925911805,0.7988926523031292,0.11624251039798172,0.05430978547510526,0.1714941693080398,0.17760360932659977,0.14426292915530262,0.09557567338526426,0.15285269367879792,0.16580642579659136,1011.4794683426333,1.0844632908344334,0.6769179907013143,1.302475642404274,1.44474340445305,1.2558613910986114,0.26336602664360775,1.2550380530574954,1.2635547071340245,0.13544758756406616,0.13831038197479434,0.11581212958893154,0.1677151978737552,0.13518830164577428,0.09357261696297833,0.061665502473672154,0.10423506874432932,0.7572105300788359,1.049526299761475,0.8313495411176409,0.5485204837784957,1.1264129185961937,0.10234724500574366,0.2324407542316166,1.0748353006572873,0.0806472413561197,0.08172230865425908,0.1981524367626034,0.08655566107027195,0.1129841069841229,0.13954126090734953,0.14633805482410742,0.15774485949210584,1155.2269279889863,1.4161453035357163,1.2848708686409345,0.37901049219729005,0.9816795239985426,0.24593949947126292,1.0819830097069065,0.2604466497728608,1.4116166420120804,0.0592468312605009,0.17552287220836166,0.08847833185462396,0.06432251484434351,0.06116294520922788,0.05876081446868993,0.12043556699956365,0.08417279406384183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OurAlgo-MorphEvo-Gen_2528_23-12_17-55-34-282557,0.9875303656237069,0.4836096780310577,1.0019104263895426,1.2068018695238258,0.7833158393453965,0.423668973762456,1.1157588494030704,0.7824201250779782,0.0872750854782851,0.0766429729955635,0.08065479824929858,0.17884317398427582,0.19630082334155063,0.06636812736408663,0.10669656281753834,0.17509427164231955,2994.523302313095,1.0060271378924146,0.8068223147170586,1.4139524505886796,0.7605643399148527,0.923648012302469,1.0384707923849257,1.2730650741117233,1.2436943370011213,0.06096422121789692,0.05864637648819811,0.07743782984591357,0.12873663387156598,0.1785387812056516,0.0639750961545668,0.14393199132679899,0.06380749165398791,1.4721948048346132,1.4978328852843998,0.8725418421556599,1.3029198890781568,0.40987101403904125,0.5918731370683094,0.5935990543804837,0.2215447684595684,0.1415915187408538,0.06386635406843175,0.1350834131067062,0.1521441946646452,0.18761177059517098,0.1429893953791146,0.06476170813434047,0.17266360669449446,1011.5604288300074,0.9442041827118052,1.26005304323329,1.081700894486783,0.23315588823057376,0.7226368993309691,1.1996528010395644,1.4813403297400496,0.6145697907767022,0.1268802687820211,0.07969765868223458,0.05552041519135173,0.15105409783014354,0.14739985583144505,0.1634109420270266,0.075015861912621,0.15710671195807008,0.7855283508520696,1.2155838113621686,1.0994670918523408,0.7316978417190725,1.1165763783546758,0.4253363031954749,0.5351856880807997,0.9402767392218175,0.07975089405921984,0.12621195004593785,0.17625254826734055,0.18521442303224372,0.17542183365570296,0.08990371977067929,0.18531349512995718,0.057916907391680206,2328.5394190116567,1.404222278348046,1.4730413739925023,1.1259980665554488,0.19695196020742056,1.0991865845615587,0.6071935410480633,1.4781959660676491,1.4843115382520775,0.08719600955629167,0.09174350753019783,0.0916197266976278,0.10997608237076949,0.08069135779344744,0.10065432691195843,0.08728986259858619,0.15193395635591242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
